id,mean_rr,std_rr,skew_rr,kurt_rr,label
A01691,0.4422222222222223,0.08335420614016437,0.5955912437212977,-0.5084195321727432,A
A08369,0.8564734299516908,0.03540374016092041,-0.6644335982625235,0.7368021778531868,N
A08099,1.0425925925925925,0.1923139009233087,-1.4760299483652977,2.412484291086524,N
A04726,0.9205376344086025,0.20038510732083117,1.1490228001138587,2.998007318608595,N
A02113,0.9311494252873562,0.5549193278582971,6.065249993709128,40.55531678382038,N
A04160,0.7481159420289857,0.03909391747488184,1.7937646936527294,4.192603452300703,N
A06350,1.1533333333333333,0.03362538723444931,-0.48840942292605766,-0.8558038892844437,N
A01830,0.7635087719298246,0.02769874876753758,-1.5062803543426875,4.167577292959866,N
A01955,0.7402631578947368,0.3449242493149276,1.0381759803116288,-0.42542552458973226,N
A03790,0.8686274509803921,0.033295249293685165,-1.9456381820043116,8.773228353756753,N
A04957,0.9937931034482759,0.2907194459857762,-0.5261838970120827,-0.498375076003871,N
A00856,0.9029166666666666,0.02961266151871902,0.07172056664494754,-0.47685698529914555,N
A05808,0.9809090909090911,0.04993782482579517,0.18949552908833084,-0.8610794269138005,N
A06415,0.8047619047619047,0.0621533470438466,2.3987147363089436,5.649784421272514,N
A00081,0.8278873239436619,0.018506349091284537,1.1007423871592255,4.6788201468494925,N
A06745,0.8588888888888889,0.04038257005299808,0.579651449063918,0.06275927205691145,N
A04650,0.8199047619047619,0.012408029000347688,0.05903287383595564,-1.0602746437349564,N
A00097,0.685813953488372,0.053391891414952264,-0.2725372090764374,0.5589625921205545,N
A03919,0.9544444444444445,0.08602899310302886,-1.1326927268858507,1.4641736145080841,N
A00713,0.69375,0.08298991739295135,0.37003920830499015,0.6370501137833808,N
A06826,0.6698484848484849,0.11693249918816916,2.952749232362414,13.904168192603844,N
A00391,0.625886524822695,0.022828508222981547,0.40546733994550804,-0.8877865465074075,N
A06985,0.672170542635659,0.04898918153488058,0.16544011515839208,0.05676819745745121,N
A08390,0.71325,0.0024137913929933824,0.8278313375092048,1.198535062883333,N
A03403,0.6955555555555556,0.003463083210995463,0.3161261728721812,-0.4839965397923649,N
A07724,1.3781111111111108,0.8886167708478716,1.4785453074351593,2.734836358939754,N
A07866,0.8037962962962965,0.018793103177051938,0.4355735448178281,-0.6103457613789374,N
A06882,0.9755172413793104,0.10268904018815977,0.207028039138078,-1.000176320332633,N
A00387,1.0219047619047619,0.048521215875353685,0.27857724995746114,0.6640220916660646,N
A00546,0.8939583333333333,0.054008985234969116,-4.508243011006271,20.926473415890076,N
A00196,0.975,0.17488567694353932,-2.3005750567909127,6.8627451623973705,N
A04205,0.7417777777777778,0.0971891372276847,0.3804715870206689,-1.2419163189179667,N
A03436,0.7842792792792792,0.25659090976894944,-0.08395663125938557,-0.7685655612843827,N
A07101,0.7479487179487179,0.21003000109211828,0.8056736558207571,-0.45529745844163694,A
A03339,0.8645833333333334,0.12545957184155646,-0.859786549701256,-0.21231143430921717,N
A06165,0.8123030303030303,0.016016061726951036,0.5710676255667185,1.9334669433658718,N
A04333,0.8420588235294117,0.02203702626763629,-0.2978874940133348,-0.892903267986981,N
