id,mean_rr,std_rr,skew_rr,kurt_rr,label
A02900,0.4933333333333333,0.1828910134670852,1.1397845762409187,0.8492320696918636,A
A03358,0.40278538812785386,0.08366784677555579,2.5857445527355476,8.385339974912936,A
A02375,0.5814,0.14645149367623397,1.5731550117575162,2.7718987305475844,A
A06650,0.5882125603864733,0.08802462638539413,0.4879835038026803,-0.0987010350183497,A
A01562,0.9448888888888889,0.26536729728648895,-0.4512674833168494,-1.728454550607872,A
A02429,0.834,0.15899196345867436,0.978406454649497,1.6544128076797717,A
A07562,0.577450980392157,0.1326199678628567,0.28878385194890144,-0.9729119152855175,A
A02499,0.5764705882352942,0.08297153294196116,-0.058205148209713245,-0.7077283041167779,A
A05366,0.5410493827160493,0.1042212431330345,3.2804777311441526,15.679407315471707,A
A05459,0.7886274509803921,0.24712744145144847,-0.35085571877964805,-0.8580368409838952,A
A03857,0.4665879265091863,0.07350072111695238,0.5696253461896822,-0.38541185624526086,A
A08495,1.0087719298245614,0.2229525702224363,-0.4479854778724739,-0.5482473638313521,A
A06397,0.6178014184397163,0.19240087754790297,1.2669596083154662,1.7435046462543955,A
A07253,0.5141071428571429,0.073159944021965,-0.07604618832632772,-0.848178947812535,A
A04350,1.135,0.1310680973915703,-1.2259247715273036,1.569375121041869,A
A05239,0.48303278688524587,0.10620889141388418,1.0008010098204665,0.3094685560893309,A
A01443,0.8809375,0.1755571179112529,1.4250163406454983,1.9917440436274303,A
A07838,0.9546666666666666,0.2808553074159428,0.9365492132567139,1.943534317392162,A
A03063,1.3056060606060604,0.9617090145413724,1.3942766903224124,0.733112884184135,A
A00439,0.8162500000000001,0.2183099630551382,0.8408315964445313,0.06275232733631286,A
A02475,0.4877777777777778,0.12757955639473176,0.9858926729294556,0.6606596021987516,A
A07206,0.7590350877192983,0.13553857890353999,0.16617708489286476,-0.6035324612985282,A
A02218,0.9149999999999999,0.5512287620835365,1.3793798998700273,1.686978756419423,A
A05564,0.6457037037037037,0.07266572280128504,0.18324620188222018,-0.2581818304181396,A
A06725,0.6443181818181819,0.12228997569003756,-0.26768169076877185,-0.6790168222098121,A
A07860,0.9345454545454545,0.2902951223064115,0.8389148641594325,-1.0058518867596848,A
A05476,0.46185185185185185,0.13712824077836497,0.09183988308712461,-1.738234504319043,A
A00680,0.9687777777777776,0.09241806514655077,-1.0848727020896132,1.8899449808903412,A
A00867,0.745042735042735,0.08722330053731114,0.6241602018366968,-1.3938746544918252,A
A07722,0.4432828282828282,0.06770030120001835,0.33141365986399957,-1.465569956981964,A
A02150,0.6434814814814813,0.17970477237018506,1.502292460019712,2.956635595155011,A
A05081,0.7843243243243243,0.103267531693272,-0.36145256629717465,-1.2247045750217849,A
A06984,0.7355,0.26414279597722645,0.6133575153122697,-0.6750091088456212,A
A02402,0.6825396825396826,0.07874615812854008,-0.4000817257279699,1.5380465651146995,A
A03606,0.7030833333333334,0.2500637557592952,1.563714743028137,3.4107725213787807,A
A00397,0.899047619047619,0.118217103021145,0.4607645115055048,-0.8507103736423489,A
A08290,0.6996031746031746,0.2347679281668218,1.8674628912144435,4.161540237712051,A
A08065,0.9764367816091954,0.2422514621372792,0.6218423479057058,-1.2430677279590208,A
A01811,0.6482962962962963,0.08570296744137794,0.4560572933606027,2.7991489239884775,A
A06912,0.609375,0.36084305622645957,0.812035152582774,-0.8527716591533503,A
A00592,0.5068518518518519,0.08998266103363525,1.1345580729432432,1.1924578999861453,A
A03905,0.5304938271604939,0.12541028535901758,0.6112590361290272,-0.16529869295347455,A
A07498,0.5485802469135802,0.07723248493449593,0.4828513100497293,-0.6553820277931903,A
A00101,0.5842,0.09660414069800528,0.20494993319792243,-0.38389820100207395,A
A07096,0.6797619047619047,0.1249410291736668,0.07376160761536746,-0.5894688990746006,A
A08085,0.7274242424242423,0.08204416043076872,0.5787294110749077,0.11648430615497096,A
A01324,0.7933333333333333,0.15473593595717577,-0.390318229573467,-0.9685155185092738,A
A00670,0.8592929292929292,0.09378949700251568,-0.3143716532588379,0.47808513954900267,A
A08353,0.45546875,0.04546200790029395,1.9908162198368538,7.02264244173166,A
A07718,0.9081538461538462,0.18177569607015204,0.26746336323346237,-0.8463725973077363,A
A00722,0.8219047619047618,0.2733743125080135,1.1052321829902885,0.40197768617939644,A
A07871,0.7732000000000001,0.09828068647162237,0.17283797531617578,0.7119138679422337,A
A04261,1.012142857142857,0.3813969875753075,0.4246644239982827,-0.0705916643492106,A
A06551,0.7677192982456141,0.09360269796418373,0.2414250068933815,0.22234301865388684,A
A03374,0.39912037037037035,0.11923753792009269,1.8865049139596923,3.576188613991799,A
A08038,0.49711864406779666,0.18154542435019644,5.257884229688224,32.4306642078252,A
A08025,0.589,0.12180175149260648,0.6287631044036919,-0.6685460002944374,A
A03635,0.6094845360824742,0.13484396838189397,0.3678886509379304,-0.27828633208579534,A
A01013,0.5327878787878788,0.07425254105467514,0.2955933571195272,-0.0847435769804914,A
A08248,0.5031746031746032,0.08989986310750028,0.7119858565032972,0.863070535514487,A
A01087,0.5843234323432344,0.11160450420353137,0.5750269382521339,-0.21568097486023685,A
A02782,0.8094444444444444,0.07338592390343324,1.001617507427545,0.19169482010008831,A
A02536,0.6651937984496124,0.1644194269904767,0.9770560661623069,0.2871750600975518,A
A02290,0.6420740740740741,0.037398678849636074,0.9227898789361388,0.40522488018744784,A
A03634,0.47955555555555557,0.07050733260177472,0.9444528976535201,0.7408271196948406,A
A01210,0.6642696629213483,0.16042545553163648,1.9981870429188078,5.975981393087993,A
A02104,0.7273504273504274,0.08043393526001828,0.6652226723751564,-0.7813959314165926,A
A02677,0.9190322580645162,0.09647995891355925,1.1438639043826582,1.8075597484448522,A
A01519,0.6963492063492064,0.16109711409993596,0.499279417976906,0.03143981501423365,A
A00662,0.4497948717948718,0.12897343120428909,3.622039776076784,18.885921368559714,A
A07432,0.937179487179487,0.357916206002739,-0.0960188720115551,-1.7476956267134829,A
A00798,0.4962393162393162,0.09704517550893996,1.2645429975543718,0.8649278945948562,A
A00542,0.7987387387387388,0.17346209934945883,1.1753322408075182,0.8036381083129123,A
